transaction_id,Sta,station_name,Dest,dest_station_name,Line,LineCC,PrType,TxT,FarT,Value,TrxDetail,InsertionDateTime
8276,99,Tis Hazari,100,Shastri Park,Red Line,RL,Other,Exit,Senior Citizen,30.00,OT-20240513-235321,2024-05-13 06:47:56
8277,29,Chhatarpur,4,Jahangirpuri,Yellow Line,YL,Other,Exit,Concession,10.00,OT-20240616-986390,2024-06-16 18:55:42
8278,37,HUDA City Centre,11,Civil Lines,Yellow Line,YL,Other,Entry,Adult,20.00,OT-20240712-861534,2024-07-12 20:50:09
8279,85,Noida Sector 62,57,Ramesh Nagar,Blue Line (N),BLN,Other,Exit,Student,60.00,OT-20240521-243635,2024-05-21 20:07:32
8280,57,Ramesh Nagar,78,Botanical Garden,Blue Line (N),BLN,QR Ticket,Entry,Adult,30.00,QR-20240704-729302,2024-07-04 15:38:46
8281,10,Vidhan Sabha,31,Ghitorni,Yellow Line,YL,Other,Exit,Senior Citizen,60.00,OT-20240531-183558,2024-05-31 20:18:27
8282,99,Tis Hazari,100,Shastri Park,Red Line,RL,QR Ticket,Exit,Senior Citizen,40.00,QR-20240802-399670,2024-08-02 05:34:57
8283,34,Sikanderpur,7,Model Town,Yellow Line,YL,Other,Entry,Student,50.00,OT-20240709-434480,2024-07-09 15:54:02
8284,129,Udyog Nagar,128,Peera Garhi,Green Line,GL,QR Ticket,Exit,Adult,10.00,QR-20240610-880357,2024-06-10 17:48:41
8285,93,Keshav Puram,92,Netaji Subhash Place,Red Line,RL,QR Ticket,Exit,Student,40.00,QR-20240526-633125,2024-05-26 14:27:17
8286,9,Vishwavidyalaya,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240614-166145,2024-06-14 20:07:33
8287,34,Sikanderpur,77,Noida Sector 18,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240712-981117,2024-07-12 08:14:46
8288,5,Adarsh Nagar,1,Samaypur Badli,Yellow Line,YL,Other,Exit,Senior Citizen,40.00,OT-20240522-478784,2024-05-22 17:11:06
8289,13,Chandni Chowk,34,Sikanderpur,Yellow Line,YL,Other,Exit,Senior Citizen,30.00,OT-20240513-916096,2024-05-13 13:55:36
8290,51,Janakpuri West,76,Noida Sector 16,Blue Line (N),BLN,Other,Exit,Student,40.00,OT-20240617-005955,2024-06-17 17:24:32
8291,18,Central Secretariat,26,Malviya Nagar,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240522-258486,2024-05-22 18:42:36
8292,97,Pratap Nagar,58,Moti Nagar,Red Line,RL,Other,Exit,Senior Citizen,10.00,OT-20240712-701809,2024-07-12 22:12:06
8293,5,Adarsh Nagar,3,Haiderpur Badli Mor,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240722-906102,2024-07-22 07:29:47
8294,87,Rithala,100,Shastri Park,Red Line,RL,QR Ticket,Entry,Adult,40.00,QR-20240804-767663,2024-08-04 08:49:58
8295,14,Chawri Bazar,36,IFFCO Chowk,Yellow Line,YL,Other,Exit,Senior Citizen,50.00,OT-20240522-888082,2024-05-22 08:18:28
8296,25,Hauz Khas,24,Green Park,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240718-401423,2024-07-18 20:00:11
8297,25,Hauz Khas,5,Adarsh Nagar,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240517-045591,2024-05-17 01:14:35
8298,34,Sikanderpur,19,Udyog Bhawan,Yellow Line,YL,QR Ticket,Entry,Concession,20.00,QR-20240706-837516,2024-07-06 23:42:45
8299,5,Adarsh Nagar,13,Chandni Chowk,Yellow Line,YL,QR Ticket,Entry,Concession,30.00,QR-20240717-941289,2024-07-17 12:48:19
8300,21,Jor Bagh,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Exit,Adult,20.00,QR-20240706-592893,2024-07-06 15:14:01
8301,39,Dwarka Sector 8,135,Mundka Industrial Area,Blue Line (N),BLN,Other,Exit,Adult,60.00,OT-20240616-716453,2024-06-16 18:39:14
8302,60,Shadipur,70,Yamuna Bank,Blue Line (N),BLN,QR Ticket,Exit,Adult,50.00,QR-20240516-227677,2024-05-16 09:20:11
8303,97,Pratap Nagar,93,Keshav Puram,Red Line,RL,Other,Entry,Adult,20.00,OT-20240804-060388,2024-08-04 08:46:16
8304,19,Udyog Bhawan,11,Civil Lines,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240625-109911,2024-06-25 20:49:01
8305,22,INA,30,Sultanpur,Yellow Line,YL,QR Ticket,Entry,Concession,50.00,QR-20240629-263710,2024-06-29 06:02:18
8306,35,MG Road,136,Ghevra,Yellow Line,YL,Other,Exit,Concession,30.00,OT-20240520-810697,2024-05-20 09:59:34
8307,97,Pratap Nagar,96,Shastri Nagar,Red Line,RL,Other,Entry,Adult,40.00,OT-20240510-860823,2024-05-10 22:49:01
8308,119,Anand Vihar,93,Keshav Puram,Blue Line (V),BLV,QR Ticket,Entry,Senior Citizen,30.00,QR-20240501-030403,2024-05-01 07:14:08
8309,34,Sikanderpur,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Entry,Concession,50.00,QR-20240803-868324,2024-08-03 18:19:05
8310,25,Hauz Khas,9,Vishwavidyalaya,Yellow Line,YL,Other,Exit,Student,50.00,OT-20240729-085808,2024-07-29 15:55:14
8311,87,Rithala,94,Kanhaiya Nagar,Red Line,RL,Other,Exit,Adult,50.00,OT-20240609-160542,2024-06-09 09:10:50
8312,17,Patel Chowk,23,AIIMS,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240627-600215,2024-06-27 09:55:41
8313,25,Hauz Khas,30,Sultanpur,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240507-792897,2024-05-07 18:13:45
8314,92,Netaji Subhash Place,95,Inderlok,Red Line,RL,QR Ticket,Entry,Adult,40.00,QR-20240502-882342,2024-05-02 19:48:31
8315,11,Civil Lines,28,Qutab Minar,Yellow Line,YL,QR Ticket,Exit,Adult,50.00,QR-20240607-248650,2024-06-07 06:21:59
8316,130,Maharaja Surajmal Stadium,140,Bahadurgarh City,Green Line,GL,Other,Exit,Student,60.00,OT-20240528-632765,2024-05-28 19:14:25
8317,12,Kashmere Gate,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Exit,Concession,60.00,QR-20240629-731148,2024-06-29 09:51:05
8318,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,Other,Exit,Student,60.00,OT-20240521-274849,2024-05-21 06:18:16
8319,115,Laxmi Nagar,117,Preet Vihar,Blue Line (V),BLV,Other,Entry,Adult,60.00,OT-20240531-784498,2024-05-31 17:09:48
8320,15,New Delhi,12,Kashmere Gate,Yellow Line,YL,QR Ticket,Entry,Adult,10.00,QR-20240614-863534,2024-06-14 09:06:53
8321,33,Guru Dronacharya,20,Lok Kalyan Marg,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,50.00,QR-20240617-168375,2024-06-17 09:44:02
8322,54,Subhash Nagar,80,Noida City Centre,Blue Line (N),BLN,Other,Exit,Adult,60.00,OT-20240630-735997,2024-06-30 17:27:32
8323,16,Rajiv Chowk,14,Chawri Bazar,Yellow Line,YL,Other,Entry,Senior Citizen,10.00,OT-20240528-165589,2024-05-28 12:52:01
8324,115,Laxmi Nagar,121,Vaishali,Blue Line (V),BLV,Other,Exit,Adult,60.00,OT-20240524-809843,2024-05-24 15:30:38
8325,28,Qutab Minar,36,IFFCO Chowk,Yellow Line,YL,NCMC,Exit,Student,50.00,NC-20240525-863516,2024-05-25 07:43:16
8326,87,Rithala,112,Arthala,Red Line,RL,Other,Exit,Concession,30.00,OT-20240601-711207,2024-06-01 19:08:40
8327,25,Hauz Khas,34,Sikanderpur,Yellow Line,YL,QR Ticket,Exit,Student,10.00,QR-20240608-449262,2024-06-08 17:14:34
8328,77,Noida Sector 18,68,Supreme Court,Blue Line (N),BLN,Other,Exit,Adult,60.00,OT-20240529-172449,2024-05-29 17:33:29
8329,37,HUDA City Centre,24,Green Park,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240502-015136,2024-05-02 21:05:26
8330,49,Uttam Nagar West,62,Rajendra Place,Blue Line (N),BLN,QR Ticket,Exit,Student,50.00,QR-20240502-710319,2024-05-02 19:49:28
8331,118,Karkarduma,121,Vaishali,Blue Line (V),BLV,QR Ticket,Entry,Senior Citizen,50.00,QR-20240503-675510,2024-05-03 07:15:23
8332,97,Pratap Nagar,37,HUDA City Centre,Red Line,RL,Other,Exit,Adult,50.00,OT-20240710-892577,2024-07-10 12:36:24
8333,134,Mundka,130,Maharaja Surajmal Stadium,Green Line,GL,Other,Entry,Adult,50.00,OT-20240519-876354,2024-05-19 19:15:17
8334,32,Arjan Garh,15,New Delhi,Yellow Line,YL,QR Ticket,Exit,Adult,60.00,QR-20240613-852345,2024-06-13 18:18:28
8335,37,HUDA City Centre,4,Jahangirpuri,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240726-756706,2024-07-26 19:11:04
8336,25,Hauz Khas,34,Sikanderpur,Yellow Line,YL,Other,Exit,Concession,20.00,OT-20240507-527484,2024-05-07 10:54:20
8337,5,Adarsh Nagar,24,Green Park,Yellow Line,YL,QR Ticket,Exit,Concession,50.00,QR-20240516-431243,2024-05-16 11:08:15
8338,129,Udyog Nagar,125,Madipur,Green Line,GL,Other,Entry,Adult,40.00,OT-20240730-248935,2024-07-30 19:30:24
8339,140,Bahadurgarh City,122,Ashok Park Main,Green Line,GL,QR Ticket,Entry,Concession,40.00,QR-20240603-644931,2024-06-03 20:37:15
8340,151,Lajpat Nagar,166,Sector 28 Faridabad,Violet Line,VL,QR Ticket,Exit,Concession,60.00,QR-20240528-544934,2024-05-28 16:27:34
8341,25,Hauz Khas,35,MG Road,Yellow Line,YL,NCMC,Exit,Adult,50.00,NC-20240507-641652,2024-05-07 11:06:45
8342,97,Pratap Nagar,87,Rithala,Red Line,RL,Other,Entry,Student,40.00,OT-20240429-692572,2024-04-29 09:10:16
8343,37,HUDA City Centre,10,Vidhan Sabha,Yellow Line,YL,QR Ticket,Entry,Adult,20.00,QR-20240621-276707,2024-06-21 13:14:29
8344,118,Karkarduma,121,Vaishali,Blue Line (V),BLV,Other,Exit,Adult,50.00,OT-20240722-305461,2024-07-22 19:45:42
8345,34,Sikanderpur,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240530-363188,2024-05-30 09:38:04
8346,138,Tikri Border,137,Tikri Kalan,Green Line,GL,Other,Entry,Concession,50.00,OT-20240710-672559,2024-07-10 16:35:32
8347,118,Karkarduma,116,Nirman Vihar,Blue Line (V),BLV,Other,Entry,Student,50.00,OT-20240603-375971,2024-06-03 08:12:24
8348,119,Anand Vihar,6,Azadpur,Blue Line (V),BLV,Other,Entry,Adult,40.00,OT-20240714-227036,2024-07-14 13:20:54
8349,72,Mayur Vihar-I,66,Barakhamba Road,Blue Line (N),BLN,QR Ticket,Entry,Adult,50.00,QR-20240619-498720,2024-06-19 20:43:07
8350,37,HUDA City Centre,17,Patel Chowk,Yellow Line,YL,Other,Entry,Adult,20.00,OT-20240603-301802,2024-06-03 11:49:34
8351,87,Rithala,98,Pulbangash,Red Line,RL,Other,Exit,Concession,20.00,OT-20240701-391138,2024-07-01 08:20:36
8352,34,Sikanderpur,18,Central Secretariat,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240518-452088,2024-05-18 14:21:00
8353,60,Shadipur,56,Rajouri Garden,Blue Line (N),BLN,Other,Entry,Concession,60.00,OT-20240605-484733,2024-06-05 10:47:27
8354,18,Central Secretariat,4,Jahangirpuri,Yellow Line,YL,QR Ticket,Entry,Adult,40.00,QR-20240724-093325,2024-07-24 08:31:56
8355,77,Noida Sector 18,59,Kirti Nagar,Blue Line (N),BLN,Other,Exit,Adult,10.00,OT-20240510-136737,2024-05-10 13:04:16
8356,65,RK Ashram Marg,76,Noida Sector 16,Blue Line (N),BLN,QR Ticket,Exit,Concession,50.00,QR-20240710-370923,2024-07-10 17:42:31
8357,25,Hauz Khas,23,AIIMS,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,60.00,QR-20240509-558485,2024-05-09 11:11:55
8358,25,Hauz Khas,21,Jor Bagh,Yellow Line,YL,Other,Exit,Senior Citizen,20.00,OT-20240625-189526,2024-06-25 15:38:55
8359,113,Hindon River,112,Arthala,Red Line,RL,Other,Entry,Concession,20.00,OT-20240727-878875,2024-07-27 05:31:03
8360,81,Noida Sector 34,78,Botanical Garden,Blue Line (N),BLN,Other,Entry,Adult,30.00,OT-20240701-178097,2024-07-01 09:43:14
8361,147,Janpath,164,NHPC Chowk,Violet Line,VL,Other,Exit,Adult,60.00,OT-20240516-523120,2024-05-16 17:50:23
8362,25,Hauz Khas,8,Guru Tegh Bahadur Nagar,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240706-443406,2024-07-06 22:03:50
8363,22,INA,28,Qutab Minar,Yellow Line,YL,Other,Exit,Senior Citizen,30.00,OT-20240728-259827,2024-07-28 18:35:54
8364,36,IFFCO Chowk,2,Rohini Sector 18-19,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240505-406326,2024-05-05 12:38:30
8365,87,Rithala,88,Rohini West,Red Line,RL,Other,Exit,Adult,30.00,OT-20240620-217547,2024-06-20 19:30:16
8366,25,Hauz Khas,3,Haiderpur Badli Mor,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,20.00,QR-20240531-925674,2024-05-31 11:55:27
8367,35,MG Road,24,Green Park,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240708-563836,2024-07-08 16:33:51
8368,116,Nirman Vihar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Exit,Adult,50.00,QR-20240803-307154,2024-08-03 19:05:42
8369,25,Hauz Khas,6,Azadpur,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240518-821972,2024-05-18 06:44:03
8370,65,RK Ashram Marg,82,Noida Sector 52,Blue Line (N),BLN,QR Ticket,Exit,Adult,50.00,QR-20240708-590445,2024-07-08 19:43:43
8371,95,Inderlok,99,Tis Hazari,Red Line,RL,Other,Entry,Adult,30.00,OT-20240502-511570,2024-05-02 18:08:10
8372,97,Pratap Nagar,113,Hindon River,Red Line,RL,QR Ticket,Exit,Adult,60.00,QR-20240517-570682,2024-05-17 15:07:32
8373,18,Central Secretariat,76,Noida Sector 16,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240621-472948,2024-06-21 19:05:27
8374,97,Pratap Nagar,101,Seelampur,Red Line,RL,QR Ticket,Entry,Adult,50.00,QR-20240523-819887,2024-05-23 19:04:25
8375,9,Vishwavidyalaya,2,Rohini Sector 18-19,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240723-662437,2024-07-23 19:46:03
8376,115,Laxmi Nagar,119,Anand Vihar,Blue Line (V),BLV,Other,Exit,Adult,60.00,OT-20240721-784013,2024-07-21 07:51:46
8377,37,HUDA City Centre,13,Chandni Chowk,Yellow Line,YL,Other,Entry,Adult,60.00,OT-20240726-697641,2024-07-26 20:32:17
8378,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,Other,Entry,Adult,40.00,OT-20240802-752104,2024-08-02 16:35:41
8379,104,Mansarovar Park,90,Pitampura,Red Line,RL,QR Ticket,Exit,Senior Citizen,40.00,QR-20240725-910132,2024-07-25 18:00:27
8380,84,Noida Sector 59,56,Rajouri Garden,Blue Line (N),BLN,Other,Entry,Student,20.00,OT-20240611-533198,2024-06-11 07:17:34
8381,115,Laxmi Nagar,118,Karkarduma,Blue Line (V),BLV,QR Ticket,Exit,Concession,40.00,QR-20240708-009397,2024-07-08 09:05:06
8382,128,Peera Garhi,127,Paschim Vihar West,Green Line,GL,Other,Entry,Adult,60.00,OT-20240726-993234,2024-07-26 20:24:45
8383,6,Azadpur,32,Arjan Garh,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240504-539400,2024-05-04 15:17:09
8384,171,Escorts Mujesar,150,Jangpura,Violet Line,VL,Other,Entry,Adult,10.00,OT-20240608-482512,2024-06-08 22:57:47
8385,130,Maharaja Surajmal Stadium,133,Rajdhani Park,Green Line,GL,Other,Entry,Adult,50.00,OT-20240729-285018,2024-07-29 06:54:37
8386,55,Tagore Garden,61,Patel Nagar,Blue Line (N),BLN,Other,Exit,Adult,20.00,OT-20240616-446119,2024-06-16 07:23:35
8387,3,Haiderpur Badli Mor,11,Civil Lines,Yellow Line,YL,Other,Exit,Adult,20.00,OT-20240430-593355,2024-04-30 15:47:00
8388,12,Kashmere Gate,20,Lok Kalyan Marg,Yellow Line,YL,Other,Entry,Senior Citizen,40.00,OT-20240626-711358,2024-06-26 12:56:17
8389,12,Kashmere Gate,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240705-200346,2024-07-05 18:10:07
8390,24,Green Park,2,Rohini Sector 18-19,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240510-381234,2024-05-10 17:55:22
8391,32,Arjan Garh,28,Qutab Minar,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240502-700224,2024-05-02 10:41:24
8392,72,Mayur Vihar-I,80,Noida City Centre,Blue Line (N),BLN,Other,Entry,Senior Citizen,40.00,OT-20240622-146760,2024-06-22 20:19:59
8393,11,Civil Lines,36,IFFCO Chowk,Yellow Line,YL,QR Ticket,Exit,Adult,60.00,QR-20240715-339512,2024-07-15 08:39:53
8394,37,HUDA City Centre,31,Ghitorni,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240705-450915,2024-07-05 07:03:06
8395,105,Jhilmil,107,Shaheed Nagar,Red Line,RL,Other,Exit,Adult,10.00,OT-20240710-954286,2024-07-10 18:17:33
8396,121,Vaishali,117,Preet Vihar,Blue Line (V),BLV,Other,Entry,Adult,20.00,OT-20240606-679155,2024-06-06 18:02:54
8397,92,Netaji Subhash Place,106,Dilshad Garden,Red Line,RL,Other,Entry,Senior Citizen,20.00,OT-20240704-967079,2024-07-04 08:11:00
8398,51,Janakpuri West,41,Dwarka Sector 10,Blue Line (N),BLN,Other,Entry,Senior Citizen,50.00,OT-20240723-058120,2024-07-23 21:56:44
8399,87,Rithala,109,Rajendra Nagar,Red Line,RL,QR Ticket,Entry,Adult,50.00,QR-20240801-706589,2024-08-01 08:55:58
8400,97,Pratap Nagar,94,Kanhaiya Nagar,Red Line,RL,Other,Exit,Adult,60.00,OT-20240514-874733,2024-05-14 08:17:03
8401,37,HUDA City Centre,132,Nangloi Railway Station,Yellow Line,YL,Other,Exit,Concession,30.00,OT-20240711-342981,2024-07-11 19:09:05
8402,8,Guru Tegh Bahadur Nagar,17,Patel Chowk,Yellow Line,YL,QR Ticket,Entry,Adult,20.00,QR-20240605-949657,2024-06-05 13:08:12
8403,15,New Delhi,10,Vidhan Sabha,Yellow Line,YL,Other,Exit,Student,40.00,OT-20240714-505528,2024-07-14 18:57:13
8404,25,Hauz Khas,6,Azadpur,Yellow Line,YL,Other,Exit,Concession,20.00,OT-20240606-168685,2024-06-06 11:29:10
8405,1,Samaypur Badli,131,Nangloi,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240524-377018,2024-05-24 13:01:16
8406,84,Noida Sector 59,53,Tilak Nagar,Blue Line (N),BLN,QR Ticket,Entry,Adult,40.00,QR-20240516-349545,2024-05-16 08:10:49
8407,25,Hauz Khas,37,HUDA City Centre,Yellow Line,YL,Other,Exit,Concession,50.00,OT-20240514-175334,2024-05-14 10:38:20
8408,87,Rithala,110,Shyam Park,Red Line,RL,Other,Entry,Adult,30.00,OT-20240519-877280,2024-05-19 19:30:19
8409,25,Hauz Khas,14,Chawri Bazar,Yellow Line,YL,QR Ticket,Exit,Adult,40.00,QR-20240705-956662,2024-07-05 16:54:03
8410,25,Hauz Khas,35,MG Road,Yellow Line,YL,Other,Exit,Student,20.00,OT-20240724-658134,2024-07-24 19:26:36
8411,119,Anand Vihar,120,Kaushambi,Blue Line (V),BLV,Other,Exit,Adult,30.00,OT-20240715-729726,2024-07-15 21:34:44
8412,102,Welcome,87,Rithala,Red Line,RL,QR Ticket,Entry,Student,10.00,QR-20240611-149551,2024-06-11 08:02:26
8413,117,Preet Vihar,119,Anand Vihar,Blue Line (V),BLV,Other,Exit,Senior Citizen,50.00,OT-20240707-570273,2024-07-07 09:34:58
8414,16,Rajiv Chowk,32,Arjan Garh,Yellow Line,YL,QR Ticket,Entry,Adult,50.00,QR-20240618-018654,2024-06-18 18:57:08
8415,32,Arjan Garh,9,Vishwavidyalaya,Yellow Line,YL,NCMC,Entry,Concession,30.00,NC-20240528-458440,2024-05-28 19:19:40
8416,16,Rajiv Chowk,9,Vishwavidyalaya,Yellow Line,YL,Other,Exit,Adult,60.00,OT-20240520-346452,2024-05-20 08:39:16
8417,142,Satguru Ram Singh Marg,140,Bahadurgarh City,Green Line,GL,Other,Exit,Adult,40.00,OT-20240707-271909,2024-07-07 09:42:24
8418,125,Madipur,138,Tikri Border,Green Line,GL,Other,Exit,Adult,30.00,OT-20240621-773287,2024-06-21 17:02:34
8419,10,Vidhan Sabha,7,Model Town,Yellow Line,YL,Other,Entry,Senior Citizen,30.00,OT-20240515-675528,2024-05-15 19:21:36
8420,87,Rithala,97,Pratap Nagar,Red Line,RL,Other,Exit,Adult,40.00,OT-20240502-129486,2024-05-02 13:37:15
8421,25,Hauz Khas,23,AIIMS,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240521-529663,2024-05-21 19:09:50
8422,136,Ghevra,124,Shivaji Park,Green Line,GL,Other,Entry,Adult,20.00,OT-20240501-894749,2024-05-01 18:24:08
8423,12,Kashmere Gate,25,Hauz Khas,Yellow Line,YL,QR Ticket,Entry,Adult,60.00,QR-20240512-178975,2024-05-12 10:17:00
8424,61,Patel Nagar,86,Noida Electronic City,Blue Line (N),BLN,Other,Exit,Concession,30.00,OT-20240724-672023,2024-07-24 18:37:31
8425,26,Malviya Nagar,11,Civil Lines,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240728-019137,2024-07-28 19:30:28
8426,87,Rithala,169,Neelam Chowk Ajronda,Red Line,RL,Other,Entry,Adult,40.00,OT-20240524-938088,2024-05-24 14:14:39
8427,106,Dilshad Garden,96,Shastri Nagar,Red Line,RL,Other,Exit,Senior Citizen,30.00,OT-20240715-300393,2024-07-15 15:43:31
8428,31,Ghitorni,22,INA,Yellow Line,YL,Other,Entry,Adult,10.00,OT-20240630-999922,2024-06-30 16:43:00
8429,121,Vaishali,117,Preet Vihar,Blue Line (V),BLV,QR Ticket,Entry,Adult,10.00,QR-20240522-892774,2024-05-22 08:34:16
8430,44,Dwarka Sector 13,40,Dwarka Sector 9,Blue Line (N),BLN,Other,Exit,Adult,50.00,OT-20240718-694002,2024-07-18 11:30:52
8431,131,Nangloi,123,Punjabi Bagh,Green Line,GL,Other,Entry,Adult,30.00,OT-20240619-328503,2024-06-19 10:52:42
8432,12,Kashmere Gate,24,Green Park,Yellow Line,YL,Other,Exit,Adult,30.00,OT-20240428-840999,2024-04-28 15:50:49
8433,25,Hauz Khas,136,Ghevra,Yellow Line,YL,QR Ticket,Entry,Adult,60.00,QR-20240601-109781,2024-06-01 15:15:06
8434,12,Kashmere Gate,13,Chandni Chowk,Yellow Line,YL,Other,Entry,Senior Citizen,20.00,OT-20240626-774912,2024-06-26 10:15:44
8435,114,Shaheed Sthal,112,Arthala,Red Line,RL,QR Ticket,Exit,Adult,40.00,QR-20240603-808946,2024-06-03 12:43:01
8436,18,Central Secretariat,19,Udyog Bhawan,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240506-954513,2024-05-06 17:10:57
8437,119,Anand Vihar,118,Karkarduma,Blue Line (V),BLV,Other,Exit,Adult,50.00,OT-20240706-147714,2024-07-06 18:02:17
8438,2,Rohini Sector 18-19,20,Lok Kalyan Marg,Yellow Line,YL,Other,Entry,Student,20.00,OT-20240621-647835,2024-06-21 12:15:38
8439,1,Samaypur Badli,15,New Delhi,Yellow Line,YL,Other,Exit,Adult,40.00,OT-20240708-601772,2024-07-08 09:02:19
8440,47,Dwarka Mor,86,Noida Electronic City,Blue Line (N),BLN,Other,Exit,Adult,60.00,OT-20240607-250417,2024-06-07 22:40:10
8441,38,Dwarka Sector 21,85,Noida Sector 62,Blue Line (N),BLN,QR Ticket,Exit,Adult,50.00,QR-20240627-647310,2024-06-27 18:20:49
8442,97,Pratap Nagar,104,Mansarovar Park,Red Line,RL,QR Ticket,Exit,Adult,30.00,QR-20240530-513507,2024-05-30 12:00:58
8443,84,Noida Sector 59,64,Jhandewalan,Blue Line (N),BLN,Other,Entry,Senior Citizen,30.00,OT-20240503-721073,2024-05-03 08:13:25
8444,128,Peera Garhi,131,Nangloi,Green Line,GL,Other,Entry,Adult,60.00,OT-20240717-585323,2024-07-17 21:26:07
8445,78,Botanical Garden,77,Noida Sector 18,Blue Line (N),BLN,Other,Exit,Student,40.00,OT-20240718-469385,2024-07-18 20:20:04
8446,25,Hauz Khas,2,Rohini Sector 18-19,Yellow Line,YL,QR Ticket,Entry,Senior Citizen,60.00,QR-20240520-741800,2024-05-20 08:20:14
8447,106,Dilshad Garden,110,Shyam Park,Red Line,RL,Other,Entry,Concession,30.00,OT-20240801-387122,2024-08-01 08:28:14
8448,25,Hauz Khas,6,Azadpur,Yellow Line,YL,Other,Entry,Adult,50.00,OT-20240515-944044,2024-05-15 10:32:47
8449,35,MG Road,12,Kashmere Gate,Yellow Line,YL,QR Ticket,Exit,Senior Citizen,10.00,QR-20240801-774049,2024-08-01 17:24:13
8450,34,Sikanderpur,32,Arjan Garh,Yellow Line,YL,Other,Exit,Adult,50.00,OT-20240620-030060,2024-06-20 10:20:06
8451,18,Central Secretariat,12,Kashmere Gate,Yellow Line,YL,Other,Entry,Student,40.00,OT-20240802-994739,2024-08-02 10:13:59
8452,37,HUDA City Centre,19,Udyog Bhawan,Yellow Line,YL,Other,Entry,Senior Citizen,30.00,OT-20240714-449040,2024-07-14 19:01:42
8453,25,Hauz Khas,23,AIIMS,Yellow Line,YL,Other,Entry,Student,20.00,OT-20240714-105484,2024-07-14 08:47:22
8454,134,Mundka,129,Udyog Nagar,Green Line,GL,Other,Entry,Adult,50.00,OT-20240508-165863,2024-05-08 19:13:30
8455,108,Raj Bagh,94,Kanhaiya Nagar,Red Line,RL,QR Ticket,Exit,Adult,40.00,QR-20240710-090618,2024-07-10 18:32:39
8456,139,Pandit Shree Ram Sharma,52,Janakpuri East,Green Line,GL,Other,Exit,Senior Citizen,30.00,OT-20240604-514936,2024-06-04 19:12:25
8457,87,Rithala,93,Keshav Puram,Red Line,RL,QR Ticket,Exit,Adult,60.00,QR-20240701-582592,2024-07-01 23:47:20
8458,12,Kashmere Gate,22,INA,Yellow Line,YL,Other,Entry,Adult,30.00,OT-20240723-618922,2024-07-23 17:46:56
8459,97,Pratap Nagar,55,Tagore Garden,Red Line,RL,QR Ticket,Exit,Senior Citizen,40.00,QR-20240629-991736,2024-06-29 08:14:38
8460,59,Kirti Nagar,72,Mayur Vihar-I,Blue Line (N),BLN,Other,Exit,Adult,20.00,OT-20240621-444384,2024-06-21 16:23:14
8461,25,Hauz Khas,14,Chawri Bazar,Yellow Line,YL,Other,Entry,Concession,60.00,OT-20240717-630612,2024-07-17 09:00:30
8462,49,Uttam Nagar West,54,Subhash Nagar,Blue Line (N),BLN,Other,Exit,Concession,50.00,OT-20240520-364087,2024-05-20 19:16:32
8463,12,Kashmere Gate,33,Guru Dronacharya,Yellow Line,YL,Other,Entry,Adult,40.00,OT-20240524-971409,2024-05-24 22:23:25
8464,7,Model Town,3,Haiderpur Badli Mor,Yellow Line,YL,Other,Exit,Student,40.00,OT-20240624-686318,2024-06-24 13:56:40
